,eng_reference,thai_reference,trimmed_segment_path
4748,"No dessert, and we're not happy. Why do you have 80 years to live? Right?",ไม่กินแบบพวกของหวานเลย แล้วเราไม่มีความสุข คุณจะมีชีวิต 80 ปีไปทําไม ใช่ไหมครับ มันต้องบาลานซ์กัน ถ้าเลี่ยงเลยนะ ก็จะเป็นพวก ของแปรรูปทั้งหมดเลยครับ อย่างเช่น ขนมซอง ๆ แบบนี้เนาะ หรือว่าเป็นพวกน้ำตาล น้ำมัน พวกนี้ แปรรูปขั้นสุด หรือว่าพวกแบบ,combined_wav/combined_output_4749.wav
4752,"You don't have to worry about going to heaven or hell if you do good, if you do good, if you act good,",คุณไม่ต้องกังวลหรอก ว่าคุณจะขึ้นสวรรค์ หรือลงนรก ถ้าเกิดคุณทําเหตุให้ดี ทําตัวให้ดี อยู่ในศีล ในธรรม ปฏิบัติธรรม เราขึ้นสวรรค์แน่นอน โดยเราไม่ต้องกังวลเลย การกินก็เช่นเดียวกันครับ ถ้าเรานี่ ทําหลัก colorF8981DFFgt3ltfontgt อ colorF8981DFFgt2ltfontgt ส colorF8981DFFgt1ltfontgt น ไปละ,combined_wav/combined_output_4753.wav
4754,"Give him the maximum proportion first, and then eat whatever you like and you'll be happy with the balance of life, natural food.",ให้เขาเป็นสัดส่วนที่ มากที่สุดก่อน หลังจากนั้น ค่อยไปกินอะไรก็ได้ตามที่คุณชอบ ก็จะมีความสุขด้วยเนาะ บาลานซ์ชีวิต อาหารธรรมชาติครับ หมอแบงค์เรียกเขาว่า อาหารต้นทาง นิยามของอาหารต้นทางนี้ แปลมาจากภาษาอังกฤษ ที่ชื่อว่า ครับ ก็คือเป็นอาหารจาก,combined_wav/combined_output_4755.wav
4762,"Maybe five hours, maybe six hours, finding the best time for yourself -- this salt -- it works better on all of our so-cal",อาจจะ 5 ชั่วโมงก็ได้ 6 ชั่วโมง หาชั่วโมงที่ดีที่สุด สําหรับตัวคุณเองนะครับ คือเกลือนี่นะ มันส่งผลกับ เรียกว่าทุกระบบของเราเลยดีกว่า จริง ๆ แล้ว เกลือน่ะ มันเหมือนเป็น ผู้ร้ายฉากหลัง คือเวลาเรากินเกลือเข้าไปนี่ ไม่มีแคลอรี่ใช่ไหม คนก็เลยรู้สึกว่า,combined_wav/combined_output_4763.wav
4763,"Hey, salt doesn't get any more calories, but he's going to make us eat more unknowingly.",เฮ้ย กินเกลือก็ไม่ได้รับแคลอรี่เพิ่ม แต่เขาจะไปทําให้เรา กินมากขึ้นโดยไม่รู้ตัวครับ หมอยกตัวอย่างเช่น หมอมีเฟรนช์ฟรายส์ธรรมดา กับเฟรนช์ฟรายส์โรยเกลือ เราจะกินอันไหนเยอะกว่ากัน แน่นอน ใช่ไหม เราอาจจะตายจาก อย่างอื่นที่มากับเกลือ แล้วมีงานวิจัยหนึ่งนะ,combined_wav/combined_output_4764.wav
4766,"It's a science that says we should eat well in the morning or eat well in the cold, in the reaction, which is best",มันเป็นศาสตร์หนึ่ง ที่บอกว่าเราควรจะกินเช้าดี หรือว่ากินเย็นดี ในทางปฏิบัตินะครับ ดีที่สุดสําหรับร่างกายมนุษย์เรา ร่างกายเราถูกออกแบบมา ให้กินตอนพระอาทิตย์ขึ้นครับ แล้วก็พระอาทิตย์ตกไม่ให้กินแล้ว เพราะตาเรา อะ มองไม่เห็นเนาะ สมัยก่อนถ้าเราอยู่ในถ้ำ,combined_wav/combined_output_4767.wav
4778,"So there's no mistake in making decisions, but the world will always give us what's right if we're planning, and we told our family that we could risk this, but we're still happy about it, he's seen the end of it, he's chosen, we're never going to change him.",เพราะฉะนั้น ตัดสินใจแบบไหนไม่มีผิดครับ แต่โลกจะให้ในสิ่งที่คู่ควรกับเราเสมอ ถ้าเราวางแผนไว้แล้วนะ แล้วเราบอกครอบครัวไว้แล้วนะ ว่าเราอาจจะเสี่ยงแบบนี้ แต่เรายังแฮปปี้กับแบบนี้อยู่ เขาเห็นภาพปลายทางแล้ว เขาเลือกแล้วครับ เราไม่มีทางไปเปลี่ยนเขาได้,combined_wav/combined_output_4779.wav
4779,"He may be happy like that, but he chose, oh, it's just a waste of time to remove the plastic from the thread, and when it's over, it shouldn't be timed.",เขาอาจจะแฮปปี้แบบนั้นนะ แต่เขาเลือกแล้วอะ โอ๊ย แค่แกะพลาสติกออกจากด้ายก็เสียเวลาแล้วค่ะ เนี่ยเวลาร้อยด้ายมันก็เกินแล้ว งาน มันไม่ควรจับเวลา เข้าใจไหม มันคืองานศิลปะ ทําไมกรรไกรมัน ทำไมต้องจับเวลาด้วย กรรไกรนี่มัน โอเคได้แล้ว สุนทรี,combined_wav/combined_output_4780.wav
4791,"All three of you in this video, hey, orange guy, he's not talking. He's focused. 30 seconds.",ทั้ง 3 คนในคลิปนี้ เฮ้ย พี่ส้มเขาไม่พูดเลยนะ เขามีสมาธิ 30 วิแล้ว เร็ว ๆ เฮ้ย แปะเทปมันต้องใช้สมาธิ เดี๋ยวเอาด้ายเอาเข็มลงไปไงวะเฮ้ย มันออกมาแล้ว 1 นาทีครับ งาน มันไม่ควรจับเวลา เข้าใจไหม มันคืองานศิลปะ ทําไมกรรไกรมัน ทําไมต้องจับเวลา,combined_wav/combined_output_4792.wav
4792,"Why is this? Okay, fine. It's just dry paint. It's been days.",ทําไมนี่มันอ๋อ โอเคได้ละ เอาแค่สีแห้งอะ ก็รอเป็นวันแล้วนะ จริง โอ๊ย ตายแล้ว นาทีครึ่งแล้วเหรอ เกินปุยมุ้ย เพิ่งจะเอาด้ายใส่เข้าไปในเข็มได้เองค่ะ แปะมันมั่ว ๆ เลยแล้วกันนะถ้าอย่างงั้นอะ ตอนแรกบอกแปะให้ดีอยู่เลยนะ แปะดี ๆ ก็แปะ ๆ ไปเลยแล้วกัน ไหนทีมงานบอกว่ากรรไกรคมไงคะ,combined_wav/combined_output_4793.wav
4793,"It's sharp in Thailand. Oh, really, it's been three minutes. No, no, no, no, no, no, no, no.",คมแล้ว คมสุดในประเทศไทยแล้ว โห จริงปะเนี่ย 3 นาทีแล้ว  ไม่ เอาดี เอาดี ๆ เอาดี ๆ ยังเย็บไม่เสร็จเลย เย็บอะไรต่อนะอ๋อ แขน 5 นาทีนี่มันนับการเอาด้ายเข้าไปปะเนี่ย ฉันยังแปะเทปไม่เสร็จเลย เราไม่ทําแขนเสื้อได้ไหมอะ,combined_wav/combined_output_4794.wav
4801,"It's dry this way. Uh, next one of us. Uh, this one uses a water fountain. Uh, uh",มันแห้งทางนี้ อะ ต่อไปของเรา อุ๊ย อันนี้ใช้ฟองน้ำ อุ๊ย อ๋อ ไล่สี ๆ เป็นสามเหลี่ยม อุ๊ย เหมือนมัดย้อม อ้าว โอเค ดูง่าย เก๋นะ หนูว่าอันนี้ที่เอาไปใช้ได้จริงเลย เออ อันนี้สวยจริง เอาไปประมูลได้เลย,combined_wav/combined_output_4802.wav
4808,"Seriously, if there's time to go to work, to get money, to buy shoes, it's better to show off your work, to show off your favorites, to show off your favorites, we love your favorites.",เอาจริง ๆ ถ้ามีเวลาอะ เอาเวลาไปทํางาน อย่างอื่น ไปทำงานให้ได้เงิน เอาเงินไปซื้อรองเท้า น่าจะดีกว่า อะโชว์ผลงานดูหน่อย โชว์ผลงานดีกว่า เราชอบของตู่ ชอบของตู่เท่ เราชอบของตู่มาก เอ้ย มันใส่เป็นชุดเดียวกันปะ บางระมาดไง ให้บางระมาดใส่ มอบเป็นของขวัญให้บางระมาดได้ไหมคะ,combined_wav/combined_output_4809.wav
4809,"So here's the guy from the orange sauce, some of the things that I'm thinking about today, how does everybody",นี่เลยค่ะ เป็นลุคนะคะ จากซอฟ ส้ม ตู่  บางระมาดนึกในใจนะว่ากูอีกแล้ว สําหรับการ ในวันนี้ค่ะ ทุกคนรู้สึกอย่างไรกันบ้างคะ รู้สึกว่าสามัคคีคือพลัง คือจริง ๆ ที่เห็นแบบซอฟทําเสร็จช้าเนี่ย คือจริง ๆ คือคอนเทนต์ อยากจะอยากจะสอดแทรก จริยธรรม คุณธรรม ถามว่าคลิปพวกเนี้ย มันทําได้จริงไหม,combined_wav/combined_output_4810.wav
4812,"Sounds for a better life, and this is what you eat on the podcasts of the Channel by the University of Great Music today.", ฟังเพื่อชีวิตที่ดีกว่า และนี่คือรายการพอดแคสต์ของช่อง โดย มหาวิทยาลัยมหิดล เสียงดนตรี วันนี้คุณกินอะไร,combined_wav/combined_output_4813.wav
4816,"So we're going to talk about eating before, during, and after exercise, which is a lot of questions, because, you know",เราก็เลยจะคุยเรื่องการทานอาหาร ก่อน ระหว่าง แล้วก็หลังจากการออกกำลังกาย อันนี้เป็นเรื่องที่มีคนถามมาเยอะมากเลยค่ะ เพราะว่าเพื่อน ๆ ตอนนี้ ก็จะเริ่มไปออกกำลังกายใช่ไหมคะ แล้วทีนี้หลายคนก็จะเริ่มวิ่งบ้าง อะไรบ้าง ก็จะถามว่า จะกินอะไรดีเพื่อที่จะให้มี ประสิทธิภาพในเรื่องของการออกกำลังกาย กับอันที่ 2 ก็คือเรื่องของการลดน้ำหนัก,combined_wav/combined_output_4817.wav
4817,"It's true to me, which is to say that there's a lot of food in this menu, which is, from tajamia, banana, to protein food sources, such as chicken breast, eggs, or even this, I'm Gummi Yelli.",อาถูกต้องครับผม ซึ่งจะบอกว่าเมนูอาหารนี่เยอะมาก ๆ เลยนะครับ ที่จะเลือกคือ เรามีตั้งแต่ขนมปังทาแยม กล้วยหอมนะครับ ไปจนถึงแหล่งอาหารที่เป็นโปรตีน เช่น อกไก่ ไข่ต่าง ๆ ครับ หรือแม้กระทั่งนี่ครับ เยลลี่ครับผม กัมมีเยลลี อันนี้หลานพี่ชอบมาก เออกัมมีเยลลีนี่สามารถเป็นอาหาร ระหว่างการออกกำลังกายได้ด้วยนะครับ,combined_wav/combined_output_4818.wav
4818,"We're going to talk today, how many days of working-out music, oh, I'm out almost every day, and how do I do it?",เดี๋ยวเราจะมาคุยกันในวันนี้ครับ เสียงดนตรี ตั้มออกกำลังกายอาทิตย์นึงกี่วัน โอ้โฮ ผมออกเกือบทุกวันครับพี่เอ๋ โอ้โฮ แล้วตั้มทำยังไงบ้าง กินอะไรบ้าง จะบอกว่าแต่ละวันไม่เหมือนกันเลยครับ บางวันออกกำลังกายตอนเช้า ไม่ค่อยมีเวลาเตรียมตัวครับ บางทีก็ไม่ได้กินบ้าง กินกาแฟอย่างเดียว,combined_wav/combined_output_4819.wav
4820,"For those of you who want to exercise to improve your fitness, how long do you need to have, and what do you eat right,",สำหรับคนที่อยากจะออกกำลังกาย เพื่อเพิ่มประสิทธิภาพของการออกกำลังกาย เราจะต้องมีเวลานานเท่าไร แล้วเราจะกินอะไรดี ถ้าเราเอาคนที่ไม่มีเวลาก่อนดีกว่า เราจะเจอกันบ่อยว่า ทำงานออฟฟิศอย่างนี้ครับ เราทำงานตั้งแต่ 8 โมงเช้าถูกไหมครับ บางทีเรามีเวลาออกกำลังกาย 7 โมงอย่างนี้ครับ ตื่นก็ไม่ไหวแล้วนะครับ,combined_wav/combined_output_4821.wav
4822,"If we work out, in general, in this diet, we can live a normal life, but if we're going to exercise a little bit harder and longer, the first one might have to be prepared, and the first one is nutrition, and it's necessary, assuming we have a little bit more than an hour.",ถ้าเราออกกำลังกาย โดยทั่วไปต่ำกว่า 1 ชั่วโมงนี่ การรับประทานอาหารนี่ใช้ชีวิตทั่วไปได้เลย แต่ถ้าสมมุติว่าเราจะออกกำลังกายค่อนข้างหนัก และนาน อาจจะต้องมีการเตรียมตัว อันแรกเลยคือสารอาหารที่เรียกว่า คาร์โบไฮเดรต มีความจำเป็น ถ้าสมมุติเรามีเวลาสั้นนิดเดียว ไม่เกินสักชั่วโมงนึงเนอะ ครึ่งชั่วโมง,combined_wav/combined_output_4823.wav
4828,"It's going to be kind of like a bar, like a Verfer, but it's going to change its ingredients, like a Waferr, and it's going to be rice and sugar, and it's going to be correct.",ก็จะเป็นรูปร่างคล้าย ๆ เป็นแท่งอย่างนี้ คล้าย ๆ เวเฟอร์ แต่ว่าเขาจะเปลี่ยนส่วนผสมต่าง ๆ ครับ อย่างตัวเวเฟอร์เองนี่ มันจะทำจากข้าว แล้วก็ตัวน้ำตาลเป็นหลักถูกไหมครับ ตัว นี่ เขาก็จะใส่อื่น ๆ ที่มีประโยชน์เพิ่มมากขึ้นด้วย เช่น เป็นเกรนต่าง ๆ ธัญพืชต่าง ๆ ใส่พวกพีนัทบัตเตอร์ลงไปหน่อย หรือว่าใส่พวกน้ำผึ้งลงไปหน่อย เพื่อให้เพิ่มตัวคาร์โบไฮเดรตลงไป,combined_wav/combined_output_4829.wav
4834,"Or sometimes this caffeine content in green tea, maybe even higher than in coffee, is because we're not getting enough green tea,",หรือบางครั้งนี่ตัวกาเฟอีนในชาเขียว อาจจะสูงกว่าในกาแฟด้วยซ้ำนะครับ เป็นเพราะว่าชาเขียวไม่ขมแล้วเราดื่มได้เยอะ ก็เลยทำให้ได้กาเฟอีนเยอะขึ้น อีกอันหนึ่งที่ดีมาก ๆ เลย คือช็อกโกแลตครับผม อาใช่ โกโก้ ใช่ ตัวช็อกโกแลตเองนี่ มีกาเฟอีนค่อนข้างสูงเหมือนกัน แต่อาจจะไม่ได้เท่ากับตัวกาแฟนะครับ,combined_wav/combined_output_4835.wav
4835,"But what comes with sugar, it's that if it's a chocolate bar, like a chocolate bar, it's going to",แต่ว่าสิ่งที่ได้มาคือน้ำตาลด้วยครับ มันอยู่ที่ว่าคือถ้ามันเป็นโกโก้เปล่า เช่น เป็นผงโกโก้ มันจะออกขมนิดนึง มันจะไม่อร่อยค่ะ เพราะฉะนั้นจะกินให้อร่อยนี่ มันจะต้องเติมนม เติมน้ำตาล ใช่ เพราะฉะนั้นนี่ ก็เลยจะทำให้ได้พลังงานเพิ่มขึ้น แต่ว่าเอาจริง ๆ ถ้าสมมุติว่า เป็นเครื่องดื่ม เป็นโกโก้นี่ หรือว่าเป็นช็อกโกแลตนี่,combined_wav/combined_output_4836.wav
4836,"Well, I think that's a good idea, because it's actually carbs and caffeine, and it's easy to absorb, and fast, but it might only be defined in terms of quantity, right?",ครับ พี่ว่ามันก็เหมาะนะ เพราะว่าจริง ๆ มันก็มีคาร์โบไฮเดรตเนอะ ได้กาเฟอีนด้วย ดูดซึมได้ง่าย แล้วก็เร็วนะคะ เพียงแต่ว่าอาจจะต้องกำหนด ในแง่ของปริมาณเท่านั้นเอง ถูกต้องครับ ทีนี้ถ้าสมมุติว่าเราพอจะมีเวลา ก่อนการออกกำลังกายนะคะ โดยทั่วไปนี่ เราก็จะบอกว่า เราจะเตรียมตัวที่จะไปออกกำลังกาย,combined_wav/combined_output_4837.wav
4837,"At least we should get fed, or nutrients fed, 23 hours before we exercise, because first of all, we ask, ""Why",อย่างน้อยที่สุดเราควรจะได้รับประทานอาหาร หรือว่าได้รับสารอาหารเข้าไปนี่ 23 ชั่วโมงก่อนที่เราจะออกกำลังกาย เหตุผลก่อน ตอนแรกนี่ ถามว่า เอ๊ะ ทำไม 23 ชั่วโมง เพราะเวลาที่เรากินเข้าไปปุ๊บนี่ มันจะต้องแบบ…แน่นท้อง ให้อาหารมันย่อย แล้วก็ผ่านกระเพาะไป แล้วก็จนไปถึงลำไส้ แล้วเริ่มมีการดูดซึม มันจะใช้เวลาประมาณ 23 ชั่วโมงในคนทั่วไป,combined_wav/combined_output_4838.wav
4842,"Eating these good carbohydrates is better for exercise, which is one of the sources of energy, and if we choose to eat",การกินเป็นคาร์โบไฮเดรตที่ดีนี่ ดีกว่าสำหรับในแง่การออกกำลังกายนะครับ คือหนึ่งเลย เป็นแหล่งในการให้พลังงานนะครับ แล้วถ้าเกิดเราเลือกตัวคาร์โบไฮเดรต ให้มันดีมากขึ้น เช่น เป็น นี่ เราก็จะหนึ่งเลยคือ เขาจะให้พลังงานช้า ๆ แล้วก็นานมากขึ้น เราก็จะออกกำลังกายได้ดีมากขึ้นนะครับ,combined_wav/combined_output_4843.wav
4850,"This is just 3045 minutes, and eating during exercise may not be necessary, but if we play harder, like weight training, for an",ระยะเวลาแค่ 3045 นาทีนี่ การทานอาหารระหว่างการออกกำลังกาย อาจจะไม่จำเป็น ไม่จำเป็นค่ะ แต่ว่าถ้าเกิดเราเล่นหนักมากขึ้น เช่น เวทเทรนนิงนะครับ เป็นเวลา เช่น 1 ชั่วโมงขึ้นไป หรือว่าการวิ่งที่ใช้ระยะเวลานานมากขึ้น เช่น การวิ่งมาราธอน มินิมาราธอนต่าง ๆ หรือว่าการเข้าคลาสต่าง ๆ ที่เป็น,combined_wav/combined_output_4851.wav
4852,"Second, look at the kind of exercise that if it's a pretty heavy exercise, it might need to be supplemented because what we",อันที่ 2 ดูว่าชนิดของการออกกำลังกาย ถ้าเป็นการออกกำลังกายที่ค่อนข้างหนัก อาจจะต้องมีการเติมแล้ว เพราะว่าสิ่งที่เรามีอยู่มันไม่พอ แต่ออกกำลังกายเบา ๆ แล้วก็ไม่ได้นานมาก อันนี้อาจจะไม่ได้จำเป็นนะคะ แล้วที่สำคัญตรงนี้ ชนิดของการออกกำลังกาย เช่น จะเป็นลักษณะของเวทเทรนนิง กับคาร์ดิโอที่เราเล่นนี่ มันก็จะต้องมีการเติมที่ต่างกันถูกไหมคะ ใช่ครับ,combined_wav/combined_output_4853.wav
4853,Now you're a little bit suspicious of the rookie or a lot of people who want to exercise to lose weight and they're trying not to eat.,ทีนี้พี่สงสัยนิดนึงในกรณีของมือใหม่ หรือหลายคนที่อยากจะออกกำลังกาย เพื่อลดน้ำหนักแล้วเขาพยายามจะไม่กิน ครับผม การไม่กินอันนี้ มันจะมีข้อดีหรือข้อเสียอย่างไรไหม ครับผม การออกกำลังกายนี่ เราใช้พลังงานถูกไหมครับ บางทีเราก็จะเจอในส่วนของน้ำตาลตกครับผม อ๋อ เดี๋ยวเราจะเริ่มเวียนหัว เริ่มใจสั่น,combined_wav/combined_output_4854.wav
4854,"And the other one is that sometimes we exercise a lot, we sweat a lot, and when we lose a lot of raw salt,",อีกอันหนึ่งเลยครับคือ บางทีเราออกกำลังกายเยอะ ๆ เราเสียเหงื่อเยอะ ๆ นี่ พอเราเสียเกลือแร่ไปเยอะ ๆ เราก็จะเจอแล้วว่า อาจจะมีปัญหาเรื่องตะคริวตามมา ปวดตามกล้ามเนื้อตามมา โอเค อันนี้บ่อยมาก บ่อยมาก หรือบางทีนี่ พอเสียไปเรื่อย ๆ กล้ามเนื้อเริ่มอ่อนแรงครับ พอเรารู้ว่าแล้วว่าเราต้องเสีย 2 อย่าง คือน้ำตาลที่เป็นพลังงานหลัก แล้วก็เสียส่วนของเกลือแร่นี่,combined_wav/combined_output_4855.wav
4855,"So let's talk about alternatives, so what can we choose to replace during exercise? Okay, first of all, let'",เรามาคุยเรื่องทดแทนกันดีกว่าครับพี่เอ๋ว่า เราจะสามารถเลือกอะไรมาทดแทน ในระหว่างการออกกำลังกายได้บ้างครับ โอเค อันแรกก่อน ต้องดูเนอะ สมมุติว่าเวลาเราออกกำลังกายนี่ สิ่งที่ได้ก็คือเหงื่อถูกไหมคะ ถ้ามีใครเคยชิมเหงื่อตัวเองจะรู้ว่ามันเค็ม เพราะฉะนั้นนี่ ในเหงื่อนี่ มันจะต้องมีแร่ธาตุปนไปด้วย,combined_wav/combined_output_4856.wav
4860,"Yellini noticed, one is about a little bit, yes, it's easy to carry, it doesn't add weight during the run, and the second is that the sugar is pretty high, and it absorbs very quickly.",เยลลีนี่สังเกตเลยคือ หนึ่งคือประมาณน้อย น้อย ใช่ พกพาง่ายนะครับ เวลาเอาไปวิ่งนี่ มันไม่ได้เทอะทะ หรือเพิ่มน้ำหนักอะไรในระหว่างการวิ่ง อย่างที่ 2 คือปริมาณน้ำตาลก็ค่อนข้างสูง แล้วก็ดูดซึมได้เร็วครับผม โอเค แล้วก็ยังมีอื่น ๆ อีกนะครับ เช่น เป็นพวก ต่าง ๆ ที่เขาจะอยู่ในรูปของซอง,combined_wav/combined_output_4861.wav
4862,"And it's not that heavy, except for the banana, it's a little bit small, and you put it in your shirt",แล้วมันก็ไม่หนักด้วยค่ะ นอกจาก เนอะ กล้วยตากมันจะเป็นแบบเล็ก ๆ แล้วก็ใส่ลงไปในเสื้อ แล้วก็เวลาวิ่งไปนี่ใช้ได้เลยค่ะ เสียงดนตรี หลังออกกำลังกายครับพี่เอ๋ ว่าเราควรที่จะทานอย่างไรบ้างครับ เราเรียนมาตั้งแต่เด็กเลยค่ะ ว่าโปรตีนเรามีหน้าที่อะไร,combined_wav/combined_output_4863.wav
4865,"But it can be up to 40 grams a time to stimulate maximum muscle building, so most of the time we eat after exercise,",แต่อาจจะเพิ่มขึ้นถึง 40 กรัมต่อครั้ง เพื่อจะไปกระตุ้น ให้มีการสร้างกล้ามเนื้อได้มากที่สุด เพราะฉะนั้นส่วนใหญ่เวลาที่เราจะกิน หลังออกกำลังกาย มันจะเกิดจาก อยู่ตรงนี้ ประมาณตั้งแต่ 20 จนถึง 40 กรัม ถ้ามากกว่านี้ก็อาจจะไม่มีผลอะไร กับการสร้างกล้ามเนื้อแล้ว เพราะฉะนั้น ตรงนี้ค่ะ ก็คือปริมาณของโปรตีนที่เหมาะสม,combined_wav/combined_output_4866.wav
4866,"Now, if we say we need about 20 proteins, and maybe as much as 3040 grams, what's good for us",ค่ะ ทีนี้ถ้าสมมุติเราบอกว่า เราต้องการโปรตีนอยู่ที่ประมาณ 20 แล้วก็อาจจะมากจนถึงประมาณ 3040 กรัม เราจะกินอะไรดี ครับผม อันนี้ให้เห็นข้างหน้าก่อน ก็จะมีโปรตีนอยู่นะคะ เอาวิธีคิดก่อน ครับ อันนี้เห็นไข่ฟองนึงถูกไหมคะ ในไข่ฟองนึง ถ้ามีทั้งไข่ขาวไข่แดงปนกันนี่,combined_wav/combined_output_4867.wav
4871,"And if you want this, then Louisiana needs about 23 grams to build muscle. So this time, what kind of protein can we eat",แล้วก็ถ้าต้องการนี่ ลิวซีนต้องการอยู่ประมาณ 23 กรัม ในการสร้างกล้ามเนื้อนะคะ คราวนี้ประเภทของโปรตีนที่เราสามารถทานได้ มีอกไก่ มีไข่ถูกไหมครับ เพราะว่าตัวอกไก่กับไข่นี่ จะมีปริมาณไขมันที่ค่อนข้างต่ำ ใช่ เพราะฉะนั้นนี่ก็จะเป็นโปรตีนอันดับแรก ๆ ที่คนออกกำลังกายจะเลือกทานนะครับ,combined_wav/combined_output_4872.wav
4883,"Through channels, music, knowledge makes everything possible.",ผ่านช่องทาง      เสียงดนตรี ความรู้ทำให้ทุกอย่างเป็นไปได้ มหาวิทยาลัยมหิดล,combined_wav/combined_output_4884.wav
4887,"Why don't you buy it, then I won't give it, I'll give it to you, uh, it's good for our audience.",ทำไมไม่ให้ไปซื้ออ่ะ ถ้าอย่างงั้น กูไม่แจกละ อ่ะแจก ๆๆ ยังไงแจก เอ้อ เป็นการดีสําหรับคนดูของเรา โอเค ใช่นะฮะ เพราะอธิบายนิดหนึ่งแล้วกันว่าเราก็ขายของเพื่อความอยู่รอดของเรา มาไหนมึง อันนี้คือน้ำในระดับที่ถูกต้องใช่ไหม ถูกต้องฮะ และนี่คือ นะฮะ มีกากใยนะฮะ 10000 มิลลิกรัมนะครับ,combined_wav/combined_output_4888.wav
4891,"I knew you'd be late, buddy. Don't pretend you know it. Don't think you know it.",กูกะอยู่แล้วว่ามึงต้องมาสายนี้ เพื่อนเล่นอย่าดักสิ อย่าดักว่ารู้แล้วสิ มันเสียกําลังใจ เขย่า เขย่า ไม่กล้าเล่นอะไรแล้วเนี่ย เล่นไป โอเค เขย่า ๆ นี่คือได้แล้วเหรอ ได้ เอ้ย คุณ คุณพูดเรียบร้อยไป,combined_wav/combined_output_4892.wav
4894,"It doesn't feel like it's a crumb or something, but we're going to make it like a blank water --",มันไม่ได้รู้สึกว่ามีลูกเคี้ยวหรือแบบว่ามี เราตั้งใจให้มันเหมือนน้ำเปล่า อ๋อ ผมคิดไม่ออกเลยว่าเราจะได้ประโยชน์อะไรแต่มันมีใช่ไหม มันมีเพราะว่ามันไม่ได้มีกลิ่นผักเหมือนขมๆ ทําไมคุณต้องเอียงขนาดนั้นฮะ มันกลัวไอเี้ยนี่ทิ่มตา แต่ว่ามันต้องกินทุกวัน มันต้องกินทุกวัน อ่า จริงๆ แล้วมันจะไปจัดระบบลําไส้นะฮะ,combined_wav/combined_output_4895.wav
4904,"All the time we talked to this brother about his study, or whatever he said, he told us about his husband, like he was a consultant.",ตลอดเวลาที่เราคุยกับน้องคนนี้ไม่ว่าจะเป็นการติวหนังสือให้เขา หรืออะไรก็ตามแต่ ที่เค้าพูดเนี่ย คือเค้า เล่าเรื่องผัวเค้าให้เราฟัง เหมือนเป็นที่ปรึกษาอ่ะ เออๆ ไอ้เราก็มีความรู้สึกว่านี่เป็นประโยคสนทนาเดียวที่เขาอยากคุยกับกู ก็ฟังเรื่องเขาทะเลาะกับผัวของเขา เออ แล้วก็ฟังไปแล้วก็ปลอบใจให้กําลังใจกันไป,combined_wav/combined_output_4905.wav
4907,"So we went to buy a plate, and we kind of, like, cut out the book from the magazine, and we cut out the",ชื่อเพลงหลุมหลบภัย เราก็เลย ไปซื้อกระจกเป็นแผ่นๆ อะไรอย่างเงี้ย แล้วเราก็ตัดตัวหนังสือจากในนิตยสารน่ะ ทีละคําทีละคํา ประกอบเป็นเนื้อเพลง กะว่าไปวางที่ให้เค้าหน้าหัวเตียงเป็นกําลังใจ อืม เราก็ใช้เวลาทําไอ้กระจกกับไอ้แผ่นเนี้ยอยู่ประมาณ 34 วัน อืม,combined_wav/combined_output_4908.wav
4913,"It's not about bad, it's about other elements, it's about something, it's about to start learning, and this is when this is college, and then college, and then college, and by the time it's about 2425, it's done.",มันไม่ใช่มันไม่เกี่ยวกับความดีเลว มันคงมีองค์ประกอบอื่น ๆ อะไรอย่างเงี้ย ก็เริ่มเรียนรู้มา เริ่มเรียนรู้มา อันนี้คือตอนไหนเนี่ย คนนี้คือตอนมหาลัย มหาลัย อะ พอจบมหาลัยเสร็จปุ๊บ ถึงช่วงที่อายุประมาณ 2425 จบยัง 2425 นี่คือจบแล้ว ทำงานแล้ว,combined_wav/combined_output_4914.wav
4931,"I mean, it's -- uh, it's -- uh, it's -- uh, it's -- what's",คือมันก็ มัน เออ สุดท้ายก็ เออ นั่นล่ะ อะไร ไม่เอาสิ ไอ้นั่นน่ะคืออะไร ก็เนี่ย อาการเราก็ประมาณเนี้ย เราก็ไม่ได้แบบ พูดอึกอักๆ อึกๆ อักๆ เหรอ เค้าบอก เน็กเป็นอะไร ก็ เอ่อ คือเราก็อึกๆ อักๆ นึกออกไหม ไม่เคยเป็นอย่างงี้ ก็ไม่รู้จะพูดยังไงอ่ะ เออ ไอ้ที่เรียบเรียงมา,combined_wav/combined_output_4932.wav
4933,"So he's working with us, and we like him, and so, uh, I think he likes us, but then we say",คือร่วมงานกันแล้วเค้า กับเราอ่ะ เราก็ชอบเค้าไง แล้วก็เลย อะ คิดว่าเค้าคงชอบเราอ่ะ แต่เราก็มาเรียบเรียงภายหลังว่า อ๋อ มึงดีกับกูเพราะว่ากูทำงานให้มึง ซึ่งตอนนั้นอ่อนมากๆ ไอเชี่แ่งเดินกลับห้องเลย แล้วเพื่อนก็กินเหล้าในห้อง 78 คน เปิดมา เพื่อนแ่งก็แบบตั้งวงเลย ปรบมือ,combined_wav/combined_output_4934.wav
